A-bomb Atombombe
doberman Dobermann
doc Doktor
docility Fuegsamkeit
dockage Kaigebuehr
docker Hafenarbeiter
docket Prozessliste
docks Hafenanlagen
dockyard Werft
docs Doktoren
doctor Arzt
doctoral Doktor
doctorate Doktorat
doctors Aerzte
doctrine Lehre
doctrines Lehren
dodecagon Zwoelfeck
dodecagons Zwoelfecke
dodge Winkelzug
dodger Schwindler
dodges Winkelzuege
dodo Dronte
doer Macher
dog Hund
dogfight Nahkampf
doggedness Verbissenheit
doggie Huendchen
doggies Huendchen
doggishness Bissigkeit
doghouse Hundehuette
dogmaticalness Bestimmtheit
dogmatism Dogmatismus
dogmatist Dogmatiker
dogs Hunde
dogsbody Handlanger
dogwood Hartriegel
doilies Tassenunterlagen
doily Tassenunterlage
doings Dinge
doldrums Flaute
dole Spende
dolefulness Kummer
doles Spenden
doll Puppe
dollar Dollar
dollars Dollars
dollies Puppen
dollop Klumpen
dolls Puppen
dolly Puppe
dolor Qual
dolorousness Traurigkeit
dolors Qualen
dolphin Delphin
dolphine Delphin
dolt Toelpel
domain Verfuegung
dome Dom
domes Kuppeln
domestic Dienstbote
domestication Zaehmung
domesticity Haeuslichkeit
domestics Dienerschaft
domicile Domizil
domiciles Domizile
dominance Vorherrschaft
domination Vorherrschaft
dominator Beherrscher
dominican Dominikaner
dominie Schulmeister
dominion Herrschaft
donah Liebste
donation Zahlung
done Verknuepfung
dong Schwanz
donkey Esel
donor Geber
doofus Idiot
doom Verhaengnis
doorhandle Tuergriff
doorman Portier
doormat Fussmatte
doormen Portiers
dope Pinkel
dopiness Daemlichkeit
doppler Doppler
dorm Schlafsaal
dormancy Ruhezustand
dormer Dachfenster
dormice Haselmaeuse
dormitories Schlafsaele
dormitory Schlafsaal
dormitoryUS Studentenheim
dormouse Haselmaus
dorms Schlafsaele
dosage Dosierung
dosages Dosierungen
dose Dosis
dossier Dossier
dossiers Dossiers
dot Punkt
dot-scanning Rasterpunktlesen
dotage Senilitaet
dotant Dotand
dots Dots
dottiness Wackligkeit
double Doppelgaenger
doubles Doppelgaenger
doublestrike Doppelanschlag
doublet Dipol
doubling Verdopplung
doublings Verdoppelungen
doubt Zweifel
doubter Zweifler
doubtfulness Zweifelhaftigkeit
doubtlessness Sicherlichkeit
doubts Zweifel
douche Dusche
doucine Kehlleiste
dough Teig
doughnut Doghnut
dourness Sturheit
dove Taube
doves Tauben
dowager Witwe
dowagers Witwen
dowdiness Schaebigkeit
dowel Duebel
dowels Duebel
downer Beruhigungsmittel
downfall Sturz
downheartedness Verzagtheit
downiness Weichheit
downloading Laden
downpour Regenguss
downpours Regenguesse
downs Tiefen
downstream Fall
downswing Absteigen
downtime Ausfallzeit
downtown Geschaeftsviertel
downturn Rueckgang
dowries Ausstattungen
dowry Mitgift
doxologies Lobgesaenge
doxology Lobgesang
doxy Dirne
doyen Rangaelteste
doyens Rangaeltesten
dozen Dutzend
dozer Schlaefchen
doziness Schlaefrigkeit
drabness Duesterkeit
draft Entwurf
draftee Eingezogene
draftees Eingezogenen
drafter Verfasser
draftiness Zugigkeit
drafts Entwuerfe
draftsman Zeichner
draftsmanship Zeichenkunst
draftsmen Zeichner
dragmode Schleppmodus
dragon Drachen
dragonflies Libellen
dragonfly Libelle
drain Ablauf
drainage Ableitungskanal
drainages Entwaesserungsanlagen
drainer Abtropfgefaess
drainpipe Abflussrohr
drains Ablaeufe
drake Enterich
drakes Enteriche
dram Quentchen
drama Drama
dramas Dramen
dramatics Darstellungskunst
dramatist Dramatiker
dramatization Buehnenbearbeitung
draperies Schnittwaren
drapery Drapierung
draught Zug
draughts Luftzuege
draughtsman Zeichner
draughtswoman Zeichnerin
drawback Nachteil
drawbacks Nachteile
drawbridge Zugbruecke
drawee Bezogene
drawer Schublade
drawers Zeichner
drawing Zeichnung
drawing-room Salon
drawings Zeichnungen
drawknife Ziehmesser
drawn Zeichnung
draws Verlosungen
drawstring Vorhangschnur
dread Furcht
dreadfulness Scheusslichkeit
dreadnought Schlachtschiff
dreadnoughts Schlachtschiffe
dream Traum
dreamer Traeumer
dreamers Traeumer
dreaminess Vertraeumtheit
dreamland Traumland
dreamlands Traumlaender
dredger Bagger
dredgers Bagger
dregs Abschaum
drench Regenguss
drenches Regenguesse
dress Kleid
dresser Ankleider
dresses Kleider
dressiness Eleganz
dressing Dressing
dressmaker Damenschneider
dressmakers Damenschneider
dressmaking Schneiderei
drifter Bummler
drifters Bummler
drifts Gestoeber
driftwood Treibholz
driftwoods Treibhoelzer
drill Bohrer
drilling Bohrung
drillmaster Bohrmeister
drink Getraenk
drinks Getraenke
dripping Bratfett
drippings Bratenfett
drive Fahrt
drivein Autokino
driver Fahrer
drivers Fahrer
drives Antriebe
driveway Auffahrt
driveways Auffahrten
drizzling Geniesel
drollness Drolligkeit
dromedaries Dromedare
dromedary Dromedar
drop Abfall
dropout Abbruch
dropouts Ausfallenden
droppings Mist
dropsies Wassersuechte
dropsy Wassersucht
dross Schlacke
drossiness Wertlosigkeit
drought Duerre
droughts Duerren
drouth Duerre
drover Viehaendler
droves Herden
drowsiness Schlaefrigkeit
drudge Sklave
drudgeries Schindereien
drudgery Fron
drug Droge
druggist Apotheker
druggists Apothekerinnen
drugs Drogen
drugstore Apotheke
drum Trommel
drummer Schlagzeuger
drums Schlagzeug
drumstick Schlegel
drumsticks Schlegel
drunkard Betrunkene
drunkards Saeufer
drunkenly Betrunkene
drunkenness Betrunkenheit
drunks Betrunkenen
drupe Steinfrucht
drupes Steinfruechte
dualism Dualismus
dualist Dualist
dualists Dualisten
duality Dualitaet
duane Zoll
dubbing Lederfett
dubiousness Zweifelhaftigkeit
duchess Herzogin
duchesses Herzoginnen
duchies Herzogtuemer
duchy Herzogtum
duck Ente
duckbill Schnabeltier
duckbills Schnabeltiere
duckling Entchen
ducklings Entchen
ducks Enten
ducky Liebling
duct Fuehrung
ductility Streckbarkeit
ducts Roehren
dud Blindgaenger
dude Geck
dudes Gecken
dudgeon Groll
duds Blindgaenger
due Beitrag
duel Duell
dueler Duellant
duelers Duellanten
duelist Duellant
duelists Duellanten
dues Anrechte
duet Duett
duets Duetts
duffel Dueffel
dugout Bunker
dugouts Bunker
duke Herzog
dukedom Herzogtum
dukedoms Herzogtuemer
dukes Herzoege
dulcimer Hackbrett
dulcimers Hackbretter
dullard Dummkopf
dullards Dummkoepfe
dullness Dummheit
dulse Rotalge
dumas Dumas
dumbness Stummheit
dummies Attrappen
dummy Schein
dump Anzeige
dumpiness Plumpheit
dumping Entsorgung
dumpings Schuttabladen
dumpling Knoedel
dumplings Knoedel
dumps Ausgaben
dunce Dummkopf
dunces Idioten
dune Duene
dunes Duenen
dungaree Arbeitsanzug
dungarees Arbeitsanzuege
dungeon Kerker
dungeons Kerker
dunghill Misthaufen
duo Duo
duodecimal Duodezimal
duplicate Doppel
duplicates Duplikate
duplication Vervielfaeltigung
duplicator Vervielfaeltigungsapparat
duplicators Vervielfaeltigungsapparate
duplicity Doppelzuengigkeit
durabilities Dauerhaftigkeiten
durability Dauerhaftigkeit
durableness Dauerhaftigkeit
durables Gebrauchsgueter
durance Haft
duration Dauer
duress Noetigung
dusk Abenddaemmerung
duskiness Duesterkeit
dusks Abenddaemmerungen
dust Staub
dustbin Abfalleimer
dustbins Abfalleimer
dustcart Muellwagen
dustcloud Staubwolke
dustclouds Staubwolken
dustcoat Staubmantel
dustcoats Staubmaentel
duster Staubtuch
dusters Staubtuecher
dustiness Staubigkeit
dustman Muellfahrer
dustpan Kehrichtschaufel
dustpans Kehrichtschaufeln
duteousness Pflichtbewusstsein
dutifulness Gehorsamkeit
duty Amt
dwarf Zwerg
dwarfishness Winzigkeit
dwarfs Zwerge
dwell Verweilzeit
dweller Bewohner
dwellers Bewohner
dwelling Wohnung
dwellings Behausungen
dwindling Schwund
dwindlings Schwunde
dyer Faerbemittel
dyers Faerbemittel
dyestuff Farbstoff
dyeworks Faerberei
dyke Lesbe
dykes Lesben
dynamicizer Parallel-Serien-Umschalter
dynamics Dynamik
dynamite Zuendstoff
dynamiter Sprengstoffattentaeter
dynamiters Sprengstoffattentaetern
dynamo Gleichstromerzeuger
dynasties Dynastien
dynasty Dynastie
dysentery Ruhr
dyslexia Legasthenie
dyspepsia Verdauungsstoerung
eagels Adler
eagerness Eifer
eagle Adler
eagre Flutwelle
eagres Flutwellen
ear Kopf
ear-phone Kopfhoerer
ear-plug Miniaturkopfhoerer
ear-shot Hoerweite
earache Ohrschmerzen
earaches Ohrenschmerzen
eardrops Ohrgehaenge
earl Graf
earldom Grafenwuerde
earldoms Grafenwuerden
earliness Fruehe
earmuffs Ohrenschuetzer
earnestness Ernst
earnings Verdienst
earphone Hoerkapsel
earphones Kopfhoerer
earpiece Hoerer
earplug Ohrhoerer
earring Ohrring
ears Ohren
earshot Hoerweite
earth Welt
earthen Erden
earthenware Steingut
earthliness Weltlichkeit
earthquake Erdbeben
earths Erden
earthwork Erdwerk
earthworm Regenwurm
eartrumpet Hoerrohr
eartrumpets Hoerrohre
earwax Ohrenschmalz
earwig Ohrwurm
earwigs Ohrwuermer
earwitness Ohrenzeuge
earwitnesses Ohrenzeugen
ease Ruhe
easel Staffelei
easels Staffeleien
easement Erleichterung
easements Erleichterungen
easiness Leichtigkeit
easing Linderung
East Orient
east Osten
Easter Ostern
easterner Ostlaender
eatables Fressalien
eater Esser
eau Wasser
eaves Traufe
eavesdropper Horcher
eavesdroppers Horcher
ebb Ebbe
ebbs Ebben
ebonite Hartgummi
ebony Ebenholz
ebullience Ueberschwenglichkeit
ebulliency Ueberschwenglichkeit
ebullition Ueberschaeumen
ebullitions Ueberschaeumungen
eccentrcity Radialschlag
eccentricities Exzentrizitaeten
eccentricity Exzentrizitaet
eccentrics Sonderlinge
ecclesiastic Geistliche
echelon Staffelung
echelons Staffelungen
echo Echo
echoes Echos
eclipses Finsternisse
ecologies Umweltforschungen
ecologist Oekologe
ecologists Oekologen
ecology Oekologie
economics Volkswirtschaftslehre
economist Oekonom
economists Oekonomen
economizer Sparanlage
economizers Sparanlagen
economy Wirtschaftlichkeit
ecosystem Oekosystem
ecosystems Oekosysteme
ecstasies Ekstasen
ecstasy Ekstase
eczema Ekzem
eczemas Ekzeme
edam Edamer
eddies Wirbel
eddy Strudel
edelweiss Edelweiss
edema Oedem
edge Rahmen
edged Kanten
edges Seiten
edginess Schneidigkeit
edging Einfassung
edibility Geniessbarkeit
edibles Esswaren
edict Erlass
edicts Erlasse
edification Errichtung
edifice Gebaeude
editing Bearbeitung
editions Ausgaben
editor Redakteur
editorial Leitartikel
editorials Leitartikel
editors Herausgeber
edits Aenderungen
education Ausbildung
educational Bildungs
educationalist Paedagoge
educationist Paedagoge
educator Erzieher
edwin Edwin
eel Aal
eeriness Unheimlichkeit
effacement Ausloeschung
effacements Ausloeschungen
effect Ergebnis
effectiveness Leistungsfaehigkeit
effector Effektor
effects Auswirkungen
effectuality Wirksamkeit
effectualness Wirkungskraft
effectuation Ausfuehrung
effectuations Ausfuehrungen
effeminacy Verweichlichung
effeminateness Weichheit
effervescence Sprudeln
effeteness Erschoepfung
efficacies Wirksamkeiten
efficaciousness Wirksamkeiten
efficacy Wirksamkeit
efficiencies Wirkungen
efficiency Leistungsfaehigkeit
effigies Bildnisse
effigy Statue
effluence Ausfluss
effluences Ausfluesse
effort Versuch
effortlessness Muehelosigkeit
efforts Bemuehungen
effronteries Frechheiten
effrontery Frechheit
effulgence Glanz
effusion Erguss
effusions Erguesse
effusiveness Ueberschwenglichkeit
egalitarianism Lehre
egg Ei
eggbeater Schneeschlaeger
eggcup Eierbecher
egghead Intellektuelle
eggheads Eierkoepfe
eggnog Eierflip
eggplant Aubergine
eggplants Auberginen
eggs Eier
eggshell Eierschale
eggshells Eierschalen
egocentricity Selbstgefaelligkeit
egoism Egoismus
egoisms Egoismen
egoist Egoist
egoists Egoisten
egotism Geltungsbeduerfnis
egotisms Geltungsbeduernisse
egress Ausgang
egresses Ausgaenge
egression Ausgang
egressions Ausgaenge
egret Reiherfeder
egrets Reiherfedern
egypt Aegypten
eiderdown Daunendecke
eiderdowns Daunendecken
eigenspace Eigenraum
eigenvalue Eigenwert
eigenvector Eigenvektor
eighteenths Achtzehntel
eightieth Achtzigstel
ejaculation Ejakulation
ejaculations Ejakulationen
ejection Vertreibung
ejector Auswerfer
elaborateness Genauigkeit
elaboration Ausarbeitung
elaborations Ausarbeitungen
elasticity Elastizitaet
elastics Gummibaender
elatedness Erhebung
elation Stolz
elbow Knie
elbowroom Spielraum
elbows Ellenbogen
elder Holunder
election Wahl
elections Wahlen
electives Wahlfaecher
elector Waehler
electoral Wahl
electorate Waehlerschaft
electorates Waehlerschaften
electors Waehler
electrician Elektriker
electricians Elektriker
electricity Elektrizitaet
electrification Elektrisierung
electrifications Elektrisierungen
electroanalysis Elektrolyse
electrocardiogram Elektrokardiogramm
electrocardiograph Elektrokardiograph
electrocution Hinrichtung
electrode Elektrode
electrodynamics Elektrodynamik
electrolysis Elektrolyse
electrolyte Elektrolyt
electrolytes Elektrolyten
electromagnet Elektromagnet
electromagnetism Elektromagnetismus
electromagnets Elektromagneten
electromechanics Elektromechanik
electron Elektron
electronics Elektronik
electronization Elektronisierung
electrons Elektronen
electroplater Galvaniseur
electroplating Galvanik
electrostatics Elektrostatik
elegance Eleganz
elegancy Schoenheit
element Element
elementariness Einfachheit
elements Elemente
elemination Unterdrueckung
elephant Elefant
elevated Hoch
elevation Erhoehung
elevator Aufzug
elevatorUS Personenaufzug
elevators Aufzuege
elf Kobold
elfin Elfe
elfishness Elfenartigkeit
elfs Kobolde
elicitation Herausholung
elicitations Herausholungen
eligibility Auswahl
elimination Beseitigung
eliminator Sperrkreis
elision Elision
elite Elite
elites Eliten
elitism Elitismus
elixir Heilmittel
elk Elch
elks Elche
ell Elle
ellipse Ellipse
ellipses Ellipsen
ellipsoid Ellipsoid
ellipsoids Ellipsoiden
elm Ulme
elmer Elmer
elms Ulmen
elocution Rhetorik
elocutionist Vortragskuenstler
elocutions Diktionen
elongation Verlaengerung
elopement Flucht
eloper Ausreisser
eloquence Beredsamkeit
elucidation Erlaeuterung
elucidations Erlaeuterungen
elusion Ausflucht
elusions Ausfluechte
elusiveness Undefinierbarkeit
elves Elfen
emaciation Abmagerung
emaciations Abzehrungen
emanation Ausstrahlung
emancipation Emanzipation
emancipations Emanzipationen
emancipator Befreier
emancipators Befreier
emasculation Entmannung
emasculations Entmannungen
embalmment Einbalsamierung
embalmments Einbalsamierungen
embankment Kai
embankments Daemme
embargo Handelssperre
embargoes Embargen
embarkation Einschiffung
embarkations Einschiffungen
embarkment Einschiffung
embarkments Einschiffungen
embedding Einbettung
embedment Einschliessung
embellishment Verschoenerung
embellishments Verschoenerungen
ember Asche
embezzlement Veruntreuung
embezzlements Unterschlagungen
embezzler Veruntreuer
embitterment Verbitterung
embitterments Verbitterungen
emblazonment Schmuck
emblazonments Schmuck
emblem Wahrzeichen
emblems Wahrzeichen
embodiment Darstellung
embodiments Darstellungen
embolism Embolie
embolisms Embolien
embossment Reliefarbeit
embossments Reliefarbeiten
embracement Umarmung
embracings Umarmungen
embroiderer Stickerin
embroiderers Stickerinnen
embroideries Stickereien
embroidery Stickerei
embroilment Verwicklung
embroilments Verwicklungen
embryology Embryologie
embryos Embryen
emendation Verbesserung
emendations Verbesserungen
emerald Smaragd
emeralds Smaragde
emergence Erscheinung
emergences Erscheinungen
emergencies Ueberraschungen
emergency Not
emersion Auftauchen
emery Schmirgel
emetic Brechmittel
emetics Brechmittel
emigrant Aussiedler
emigrants Auswanderer
emigration Auswanderung
emigrations Auswanderungen
emirates Emirate
emissaries Sendboten
emissary Sendbote
emission Ausstrahlung
emissivity Emissionsvermoegen
emittance Strahlungsdichte
emitter Sender
emitters Strahler
emolument Verguetung
emoluments Verguetungen
emotion Gefuehl
emotionalism Empfindsamkeit
emotions Gefuehle
emperor Kaiser
emphases Betonungen
emphasis Nachdruck
emphysema Lungenaufblaehung
empire Reich
empiricism Empirismus
empiricist Empiriker
emplacement Stellung
emplastic Klebstoff
employ Beschaeftigung
employability Arbeitsfaehigkeit
employee Arbeitnehmer
employees Beschaeftigte
employer Firma
employers Arbeitgeber
employment Dienst
employments Beschaeftigungen
emporia Laeden
emporium Handelsplatz
empress Kaiserin
empresses Kaiserinnen
emptiness Leere
empyrean Lichthimmel
emulation Nachbildung
emulator Emulator
emulsions Emulsionen
emulsive Ausscheidungs
enable Freigabe
enabling Freigabe
enactment Verordnung
